Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 09-NOV-2010

HEADER INFORMATION	
----------------------------------------------------------------	
COMPANY:	Det norske oljeselskap ASA
FIELD:	Exploration - UTM Zone 31
WELL NAME:	15/9-24 Storkinn
WELLBORE NAME:	15/9-24 Storkinn
Drilled From	: Well Ref. Point
KICK OFF DEPTH:	105.50 m
SURVEYNAME:	15/9-24 Storkinn
SURVEYDATE:	24-06-2010
PRINTED DATE:	24-06-2010
----------------------------------------------------------------	
CALCULATION METHOD:	Minimum Curvature
DATUM NAME:	Bredford Dolphin
LAT REFERENCE:	Site
----------------------------------------------------------------	
SLOT EW MAP:	440297.10m
SLOT NS MAP:	6459849.30m
SURFACE LATITUDE MAP:	58° 16' 27.524 N
SURFACE LONGITUDE  MAP:	1° 58' 55.873 E
BOTTOM HOLE MD:	2400.00 m
BOTTOM HOLE TVD:	2399.75 m
BOTTOM HOLE EW MAP:	440297.64m
BOTTOM HOLE NS MAP:	6459853.66m
----------------------------------------------------------------	
WATER DEPTH:	80.50 m
KB-MSL:	25.00 m
SYSTEM DATUM:	Mean Sea Level
----------------------------------------------------------------	
MAP-ZONE:	Zone 31N (0 E to 6 E)
NORTH REFERENCE:	Grid
GEO DATUM:	European 1950 - Mean
VSDIR:	0
----------------------------------------------------------------	
SURVEY TYPE INFORMATION
H  107.00 - 149.20 15/9-24; 36" MWD+SC+SAG : MWD+SC+SAG
H  182.90 - 620.69 15/9-24; 26'' MWD+SC+SAG : MWD+SC+SAG
H  638.70 - 1480.40 15/9-24; 17 1/2'' MWD+SC+SAG : MWD+SC+SAG
H  1508.30 - 2387.90 15/9-24; 8 1/2'' MWD+SC+SAG : MWD+SC+SAG
H  2400.00 - 2400.00 15/9-24; EXTRAPOLATION TO TD : BLIND

----------------------------------------------------------------	
SURVEY LIST	
                MD               Inc               AZI          TVD(RKB)             TVDSS       	X(m)              y(m)                NS                EW               DLS              Vsec
           2141.60              0.74            230.76           2141.37           2116.37         440298.48        6459855.19              5.89              1.38              0.42              5.89
           2141.80              0.74            230.73           2141.57           2116.57         440298.48        6459855.19              5.89              1.38              0.42              5.89
           2142.00              0.74            230.85           2141.77           2116.77         440298.48        6459855.19              5.89              1.38              0.42              5.89
           2142.20              0.74            230.97           2141.97           2116.97         440298.48        6459855.19              5.89              1.38              0.42              5.89
           2142.40              0.74            231.09           2142.17           2117.17         440298.47        6459855.19              5.89              1.37              0.42              5.89
           2142.60              0.74            231.21           2142.37           2117.37         440298.47        6459855.18              5.88              1.37              0.41              5.88
           2142.80              0.74            231.33           2142.57           2117.57         440298.47        6459855.18              5.88              1.37              0.41              5.88
           2143.00              0.74            231.44           2142.77           2117.77         440298.47        6459855.18              5.88              1.37              0.41              5.88
           2143.20              0.74            231.56           2142.97           2117.97         440298.47        6459855.18              5.88              1.37              0.41              5.88
           2143.40              0.73            231.68           2143.17           2118.17         440298.46        6459855.18              5.88              1.36              0.41              5.88
           2143.60              0.73            231.80           2143.37           2118.37         440298.46        6459855.18              5.88              1.36              0.41              5.88
           2143.80              0.73            231.92           2143.57           2118.57         440298.46        6459855.18              5.88              1.36              0.41              5.88
           2144.00              0.73            232.04           2143.77           2118.77         440298.46        6459855.18              5.88              1.36              0.41              5.88
           2144.20              0.73            232.16           2143.97           2118.97         440298.46        6459855.17              5.87              1.36              0.40              5.87
           2144.40              0.73            232.28           2144.17           2119.17         440298.45        6459855.17              5.87              1.35              0.40              5.87
           2144.60              0.73            232.40           2144.37           2119.37         440298.45        6459855.17              5.87              1.35              0.40              5.87
           2144.80              0.73            232.52           2144.57           2119.57         440298.45        6459855.17              5.87              1.35              0.40              5.87
           2145.00              0.73            232.64           2144.77           2119.77         440298.45        6459855.17              5.87              1.35              0.40              5.87
           2145.20              0.73            232.75           2144.97           2119.97         440298.45        6459855.17              5.87              1.35              0.40              5.87
           2145.40              0.73            232.87           2145.17           2120.17         440298.44        6459855.17              5.87              1.34              0.40              5.87
           2145.60              0.73            232.99           2145.37           2120.37         440298.44        6459855.17              5.87              1.34              0.40              5.87
           2145.80              0.73            233.11           2145.57           2120.57         440298.44        6459855.16              5.86              1.34              0.39              5.86
           2146.00              0.73            233.23           2145.77           2120.77         440298.44        6459855.16              5.86              1.34              0.39              5.86
           2146.20              0.72            233.35           2145.97           2120.97         440298.44        6459855.16              5.86              1.34              0.39              5.86
           2146.40              0.72            233.47           2146.17           2121.17         440298.43        6459855.16              5.86              1.33              0.39              5.86
           2146.60              0.72            233.59           2146.37           2121.37         440298.43        6459855.16              5.86              1.33              0.39              5.86
           2146.80              0.72            233.71           2146.57           2121.57         440298.43        6459855.16              5.86              1.33              0.39              5.86
           2147.00              0.72            233.83           2146.77           2121.77         440298.43        6459855.16              5.86              1.33              0.39              5.86
           2147.20              0.72            233.94           2146.97           2121.97         440298.43        6459855.16              5.86              1.33              0.39              5.86
           2147.40              0.72            234.06           2147.17           2122.17         440298.42        6459855.15              5.85              1.32              0.38              5.85
           2147.60              0.72            234.18           2147.37           2122.37         440298.42        6459855.15              5.85              1.32              0.38              5.85
           2147.80              0.72            234.30           2147.57           2122.57         440298.42        6459855.15              5.85              1.32              0.38              5.85
           2148.00              0.72            234.42           2147.77           2122.77         440298.42        6459855.15              5.85              1.32              0.38              5.85
           2148.20              0.72            234.54           2147.97           2122.97         440298.42        6459855.15              5.85              1.32              0.38              5.85
           2148.40              0.72            234.66           2148.17           2123.17         440298.41        6459855.15              5.85              1.31              0.38              5.85
           2148.60              0.72            234.78           2148.37           2123.37         440298.41        6459855.15              5.85              1.31              0.38              5.85
           2148.80              0.72            234.90           2148.57           2123.57         440298.41        6459855.15              5.85              1.31              0.38              5.85
           2149.00              0.71            235.02           2148.77           2123.77         440298.41        6459855.14              5.84              1.31              0.37              5.84
           2149.20              0.71            235.14           2148.97           2123.97         440298.41        6459855.14              5.84              1.31              0.37              5.84
           2149.40              0.71            235.25           2149.17           2124.17         440298.40        6459855.14              5.84              1.30              0.37              5.84
           2149.60              0.71            235.37           2149.37           2124.37         440298.40        6459855.14              5.84              1.30              0.37              5.84
           2149.80              0.71            235.49           2149.57           2124.57         440298.40        6459855.14              5.84              1.30              0.37              5.84
           2150.00              0.71            235.61           2149.77           2124.77         440298.40        6459855.14              5.84              1.30              0.37              5.84
           2150.20              0.71            235.73           2149.97           2124.97         440298.40        6459855.14              5.84              1.30              0.37              5.84
           2150.40              0.71            235.85           2150.17           2125.17         440298.39        6459855.13              5.83              1.29              0.36              5.83
           2150.60              0.71            235.97           2150.37           2125.37         440298.39        6459855.13              5.83              1.29              0.36              5.83
           2150.80              0.71            236.09           2150.57           2125.57         440298.39        6459855.13              5.83              1.29              0.36              5.83
           2151.00              0.71            236.21           2150.77           2125.77         440298.39        6459855.13              5.83              1.29              0.36              5.83
           2151.20              0.71            236.33           2150.97           2125.97         440298.39        6459855.13              5.83              1.29              0.36              5.83
           2151.40              0.71            236.45           2151.17           2126.17         440298.38        6459855.13              5.83              1.28              0.36              5.83
           2151.60              0.71            236.56           2151.37           2126.37         440298.38        6459855.13              5.83              1.28              0.36              5.83
           2151.80              0.70            236.68           2151.57           2126.57         440298.38        6459855.13              5.83              1.28              0.36              5.83
           2152.00              0.70            236.80           2151.77           2126.77         440298.38        6459855.12              5.82              1.28              0.35              5.82
           2152.20              0.70            236.92           2151.97           2126.97         440298.38        6459855.12              5.82              1.28              0.35              5.82
           2152.40              0.70            237.04           2152.17           2127.17         440298.37        6459855.12              5.82              1.27              0.35              5.82
           2152.60              0.70            237.16           2152.37           2127.37         440298.37        6459855.12              5.82              1.27              0.35              5.82
           2152.80              0.70            237.28           2152.57           2127.57         440298.37        6459855.12              5.82              1.27              0.35              5.82
           2153.00              0.70            237.40           2152.77           2127.77         440298.37        6459855.12              5.82              1.27              0.35              5.82
           2153.20              0.70            237.52           2152.97           2127.97         440298.37        6459855.12              5.82              1.27              0.35              5.82
           2153.40              0.70            237.64           2153.17           2128.17         440298.36        6459855.12              5.82              1.26              0.35              5.82
           2153.60              0.70            237.76           2153.37           2128.37         440298.36        6459855.11              5.81              1.26              0.34              5.81
           2153.80              0.70            237.87           2153.57           2128.57         440298.36        6459855.11              5.81              1.26              0.34              5.81
           2154.00              0.70            237.99           2153.77           2128.77         440298.36        6459855.11              5.81              1.26              0.34              5.81
           2154.20              0.70            238.11           2153.97           2128.97         440298.36        6459855.11              5.81              1.26              0.34              5.81
           2154.40              0.70            238.23           2154.17           2129.17         440298.35        6459855.11              5.81              1.25              0.34              5.81
           2154.60              0.69            238.35           2154.37           2129.37         440298.35        6459855.11              5.81              1.25              0.34              5.81
           2154.80              0.69            238.47           2154.57           2129.57         440298.35        6459855.11              5.81              1.25              0.34              5.81
           2155.00              0.69            238.59           2154.77           2129.77         440298.35        6459855.11              5.81              1.25              0.34              5.81
           2155.20              0.69            238.71           2154.97           2129.97         440298.35        6459855.10              5.80              1.25              0.33              5.80
           2155.40              0.69            238.83           2155.17           2130.17         440298.34        6459855.10              5.80              1.24              0.33              5.80
           2155.60              0.69            238.95           2155.37           2130.37         440298.34        6459855.10              5.80              1.24              0.33              5.80
           2155.80              0.69            239.07           2155.57           2130.57         440298.34        6459855.10              5.80              1.24              0.33              5.80
           2156.00              0.69            239.18           2155.77           2130.77         440298.34        6459855.10              5.80              1.24              0.33              5.80
           2156.20              0.69            239.30           2155.97           2130.97         440298.34        6459855.10              5.80              1.24              0.33              5.80
           2156.40              0.69            239.42           2156.17           2131.17         440298.33        6459855.10              5.80              1.23              0.33              5.80
           2156.60              0.69            239.54           2156.37           2131.37         440298.33        6459855.09              5.79              1.23              0.32              5.79
           2156.80              0.69            239.66           2156.57           2131.57         440298.33        6459855.09              5.79              1.23              0.32              5.79
           2157.00              0.69            239.78           2156.77           2131.77         440298.33        6459855.09              5.79              1.23              0.32              5.79
           2157.20              0.69            239.90           2156.97           2131.97         440298.33        6459855.09              5.79              1.23              0.32              5.79
           2157.40              0.68            240.02           2157.17           2132.17         440298.32        6459855.09              5.79              1.22              0.32              5.79
           2157.60              0.68            240.14           2157.37           2132.37         440298.32        6459855.09              5.79              1.22              0.32              5.79
           2157.80              0.68            240.26           2157.57           2132.57         440298.32        6459855.09              5.79              1.22              0.32              5.79
           2158.00              0.68            240.37           2157.77           2132.77         440298.32        6459855.09              5.79              1.22              0.32              5.79
           2158.20              0.68            240.49           2157.97           2132.97         440298.32        6459855.08              5.78              1.22              0.31              5.78
           2158.40              0.68            240.61           2158.17           2133.17         440298.31        6459855.08              5.78              1.21              0.31              5.78
           2158.60              0.68            240.73           2158.37           2133.37         440298.31        6459855.08              5.78              1.21              0.31              5.78
           2158.80              0.68            240.85           2158.57           2133.57         440298.31        6459855.08              5.78              1.21              0.31              5.78
           2159.00              0.68            240.97           2158.77           2133.77         440298.31        6459855.08              5.78              1.21              0.31              5.78
           2159.20              0.68            241.09           2158.97           2133.97         440298.31        6459855.08              5.78              1.21              0.31              5.78
           2159.40              0.68            241.21           2159.17           2134.17         440298.30        6459855.08              5.78              1.20              0.31              5.78
           2159.60              0.68            241.33           2159.37           2134.37         440298.30        6459855.08              5.78              1.20              0.31              5.78
           2159.80              0.68            241.45           2159.57           2134.57         440298.30        6459855.07              5.77              1.20              0.30              5.77
           2160.00              0.68            241.57           2159.77           2134.77         440298.30        6459855.07              5.77              1.20              0.30              5.77
           2160.20              0.67            241.68           2159.97           2134.97         440298.30        6459855.07              5.77              1.20              0.30              5.77
           2160.40              0.67            241.80           2160.17           2135.17         440298.29        6459855.07              5.77              1.19              0.30              5.77
           2160.60              0.67            241.92           2160.37           2135.37         440298.29        6459855.07              5.77              1.19              0.30              5.77
           2160.80              0.67            242.04           2160.57           2135.57         440298.29        6459855.07              5.77              1.19              0.30              5.77
           2161.00              0.67            242.16           2160.77           2135.77         440298.29        6459855.07              5.77              1.19              0.30              5.77
           2161.20              0.67            242.28           2160.97           2135.97         440298.29        6459855.07              5.77              1.19              0.30              5.77
           2161.40              0.67            242.40           2161.17           2136.17         440298.28        6459855.06              5.76              1.18              0.29              5.76
           2161.60              0.67            242.52           2161.37           2136.37         440298.28        6459855.06              5.76              1.18              0.29              5.76
           2161.80              0.67            242.64           2161.57           2136.57         440298.28        6459855.06              5.76              1.18              0.29              5.76
           2162.00              0.67            242.76           2161.77           2136.77         440298.28        6459855.06              5.76              1.18              0.29              5.76
           2162.20              0.67            242.88           2161.97           2136.97         440298.28        6459855.06              5.76              1.18              0.29              5.76
           2162.40              0.67            242.99           2162.17           2137.17         440298.27        6459855.06              5.76              1.17              0.29              5.76
           2162.60              0.67            243.11           2162.37           2137.37         440298.27        6459855.06              5.76              1.17              0.29              5.76
           2162.80              0.67            243.23           2162.57           2137.57         440298.27        6459855.06              5.76              1.17              0.29              5.76
           2163.00              0.66            243.35           2162.77           2137.77         440298.27        6459855.05              5.75              1.17              0.28              5.75
           2163.20              0.66            243.47           2162.97           2137.97         440298.27        6459855.05              5.75              1.17              0.28              5.75
           2163.40              0.66            243.59           2163.17           2138.17         440298.26        6459855.05              5.75              1.16              0.28              5.75
           2163.60              0.66            243.71           2163.37           2138.37         440298.26        6459855.05              5.75              1.16              0.28              5.75
           2163.80              0.66            243.83           2163.57           2138.57         440298.26        6459855.05              5.75              1.16              0.28              5.75
           2164.00              0.66            243.95           2163.77           2138.77         440298.26        6459855.05              5.75              1.16              0.28              5.75
           2164.20              0.66            244.07           2163.97           2138.97         440298.26        6459855.05              5.75              1.16              0.28              5.75
           2164.40              0.66            244.19           2164.17           2139.17         440298.25        6459855.04              5.74              1.15              0.27              5.74
           2164.60              0.66            244.30           2164.37           2139.37         440298.25        6459855.04              5.74              1.15              0.27              5.74
           2164.80              0.66            244.42           2164.57           2139.57         440298.25        6459855.04              5.74              1.15              0.27              5.74
           2165.00              0.66            244.54           2164.77           2139.77         440298.25        6459855.04              5.74              1.15              0.27              5.74
           2165.20              0.66            244.66           2164.97           2139.97         440298.25        6459855.04              5.74              1.15              0.27              5.74
           2165.40              0.66            244.78           2165.17           2140.17         440298.24        6459855.04              5.74              1.14              0.27              5.74
           2165.60              0.66            244.90           2165.37           2140.37         440298.24        6459855.04              5.74              1.14              0.27              5.74
           2165.80              0.65            245.02           2165.57           2140.57         440298.24        6459855.04              5.74              1.14              0.27              5.74
           2166.00              0.65            245.14           2165.77           2140.77         440298.24        6459855.03              5.73              1.14              0.26              5.73
           2166.20              0.65            245.26           2165.97           2140.97         440298.24        6459855.03              5.73              1.14              0.26              5.73
           2166.40              0.65            245.38           2166.17           2141.17         440298.23        6459855.03              5.73              1.13              0.26              5.73
           2166.60              0.65            245.49           2166.37           2141.37         440298.23        6459855.03              5.73              1.13              0.26              5.73
           2166.80              0.65            245.61           2166.57           2141.57         440298.23        6459855.03              5.73              1.13              0.26              5.73
           2167.00              0.65            245.73           2166.77           2141.77         440298.23        6459855.03              5.73              1.13              0.26              5.73
           2167.20              0.65            245.85           2166.97           2141.97         440298.23        6459855.03              5.73              1.13              0.26              5.73
           2167.40              0.65            245.97           2167.17           2142.17         440298.22        6459855.03              5.73              1.12              0.26              5.73
           2167.60              0.65            246.09           2167.37           2142.37         440298.22        6459855.02              5.72              1.12              0.25              5.72
           2167.80              0.65            246.21           2167.57           2142.57         440298.22        6459855.02              5.72              1.12              0.25              5.72
           2168.00              0.65            246.33           2167.77           2142.77         440298.22        6459855.02              5.72              1.12              0.25              5.72
           2168.20              0.65            246.45           2167.97           2142.97         440298.22        6459855.02              5.72              1.12              0.25              5.72
           2168.40              0.65            246.57           2168.17           2143.17         440298.21        6459855.02              5.72              1.11              0.25              5.72
           2168.60              0.64            246.69           2168.37           2143.37         440298.21        6459855.02              5.72              1.11              0.25              5.72
           2168.80              0.64            246.80           2168.57           2143.57         440298.21        6459855.02              5.72              1.11              0.25              5.72
           2169.00              0.64            246.92           2168.77           2143.77         440298.21        6459855.02              5.72              1.11              0.25              5.72
           2169.20              0.64            247.04           2168.97           2143.97         440298.21        6459855.01              5.71              1.11              0.24              5.71
           2169.40              0.64            247.16           2169.17           2144.17         440298.20        6459855.01              5.71              1.10              0.24              5.71
           2169.60              0.64            247.28           2169.37           2144.37         440298.20        6459855.01              5.71              1.10              0.24              5.71
           2169.80              0.64            247.40           2169.57           2144.57         440298.20        6459855.01              5.71              1.10              0.24              5.71
           2170.00              0.64            247.33           2169.77           2144.77         440298.20        6459855.01              5.71              1.10              0.24              5.71
           2170.20              0.64            247.25           2169.97           2144.97         440298.20        6459855.01              5.71              1.10              0.24              5.71
           2170.40              0.64            247.17           2170.17           2145.17         440298.19        6459855.01              5.71              1.09              0.24              5.71
           2170.60              0.64            247.10           2170.37           2145.37         440298.19        6459855.00              5.70              1.09              0.24              5.70
           2170.80              0.64            247.02           2170.57           2145.57         440298.19        6459855.00              5.70              1.09              0.24              5.70
           2171.00              0.64            246.95           2170.77           2145.77         440298.19        6459855.00              5.70              1.09              0.24              5.70
           2171.20              0.64            246.87           2170.97           2145.97         440298.19        6459855.00              5.70              1.09              0.24              5.70
           2171.40              0.65            246.80           2171.17           2146.17         440298.18        6459855.00              5.70              1.08              0.24              5.70
           2171.60              0.65            246.72           2171.37           2146.37         440298.18        6459855.00              5.70              1.08              0.24              5.70
           2171.80              0.65            246.65           2171.57           2146.57         440298.18        6459855.00              5.70              1.08              0.24              5.70
           2172.00              0.65            246.57           2171.77           2146.77         440298.18        6459854.99              5.69              1.08              0.24              5.69
           2172.20              0.65            246.50           2171.97           2146.97         440298.18        6459854.99              5.69              1.08              0.24              5.69
           2172.40              0.65            246.42           2172.17           2147.17         440298.17        6459854.99              5.69              1.07              0.24              5.69
           2172.60              0.65            246.35           2172.36           2147.36         440298.17        6459854.99              5.69              1.07              0.24              5.69
           2172.80              0.65            246.27           2172.56           2147.56         440298.17        6459854.99              5.69              1.07              0.24              5.69
           2173.00              0.65            246.20           2172.76           2147.76         440298.17        6459854.99              5.69              1.07              0.24              5.69
           2173.20              0.65            246.12           2172.96           2147.96         440298.16        6459854.99              5.69              1.06              0.24              5.69
           2173.40              0.65            246.05           2173.16           2148.16         440298.16        6459854.98              5.68              1.06              0.24              5.68
           2173.60              0.65            245.97           2173.36           2148.36         440298.16        6459854.98              5.68              1.06              0.24              5.68
           2173.80              0.65            245.90           2173.56           2148.56         440298.16        6459854.98              5.68              1.06              0.24              5.68
           2174.00              0.65            245.82           2173.76           2148.76         440298.16        6459854.98              5.68              1.06              0.24              5.68
           2174.20              0.66            245.75           2173.96           2148.96         440298.15        6459854.98              5.68              1.05              0.24              5.68
           2174.40              0.66            245.67           2174.16           2149.16         440298.15        6459854.98              5.68              1.05              0.24              5.68
           2174.60              0.66            245.60           2174.36           2149.36         440298.15        6459854.98              5.68              1.05              0.24              5.68
           2174.80              0.66            245.52           2174.56           2149.56         440298.15        6459854.97              5.67              1.05              0.23              5.67
           2175.00              0.66            245.45           2174.76           2149.76         440298.15        6459854.97              5.67              1.05              0.23              5.67
           2175.20              0.66            245.37           2174.96           2149.96         440298.14        6459854.97              5.67              1.04              0.23              5.67
           2175.40              0.66            245.30           2175.16           2150.16         440298.14        6459854.97              5.67              1.04              0.23              5.67
           2175.60              0.66            245.22           2175.36           2150.36         440298.14        6459854.97              5.67              1.04              0.23              5.67
           2175.80              0.66            245.15           2175.56           2150.56         440298.14        6459854.97              5.67              1.04              0.23              5.67
           2176.00              0.66            245.07           2175.76           2150.76         440298.14        6459854.97              5.67              1.04              0.23              5.67
           2176.20              0.66            245.00           2175.96           2150.96         440298.13        6459854.96              5.66              1.03              0.23              5.66
           2176.40              0.66            244.92           2176.16           2151.16         440298.13        6459854.96              5.66              1.03              0.23              5.66
           2176.60              0.66            244.85           2176.36           2151.36         440298.13        6459854.96              5.66              1.03              0.23              5.66
           2176.80              0.66            244.77           2176.56           2151.56         440298.13        6459854.96              5.66              1.03              0.23              5.66
           2177.00              0.67            244.70           2176.76           2151.76         440298.13        6459854.96              5.66              1.03              0.23              5.66
           2177.20              0.67            244.62           2176.96           2151.96         440298.12        6459854.96              5.66              1.02              0.23              5.66
           2177.40              0.67            244.55           2177.16           2152.16         440298.12        6459854.96              5.66              1.02              0.23              5.66
           2177.60              0.67            244.47           2177.36           2152.36         440298.12        6459854.95              5.65              1.02              0.23              5.65
           2177.80              0.67            244.40           2177.55           2152.55         440298.12        6459854.95              5.65              1.02              0.23              5.65
           2178.00              0.67            244.32           2177.75           2152.75         440298.11        6459854.95              5.65              1.01              0.23              5.65
           2178.20              0.67            244.25           2177.95           2152.95         440298.11        6459854.95              5.65              1.01              0.23              5.65
           2178.40              0.67            244.17           2178.15           2153.15         440298.11        6459854.95              5.65              1.01              0.23              5.65
           2178.60              0.67            244.10           2178.35           2153.35         440298.11        6459854.95              5.65              1.01              0.23              5.65
           2178.80              0.67            244.02           2178.55           2153.55         440298.11        6459854.95              5.65              1.01              0.23              5.65
           2179.00              0.67            243.95           2178.75           2153.75         440298.10        6459854.94              5.64              1.00              0.23              5.64
           2179.20              0.67            243.87           2178.95           2153.95         440298.10        6459854.94              5.64              1.00              0.23              5.64
           2179.40              0.67            243.80           2179.15           2154.15         440298.10        6459854.94              5.64              1.00              0.23              5.64
           2179.60              0.67            243.72           2179.35           2154.35         440298.10        6459854.94              5.64              1.00              0.23              5.64
           2179.80              0.67            243.65           2179.55           2154.55         440298.10        6459854.94              5.64              1.00              0.23              5.64
           2180.00              0.68            243.57           2179.75           2154.75         440298.09        6459854.94              5.64              0.99              0.23              5.64
           2180.20              0.68            243.50           2179.95           2154.95         440298.09        6459854.94              5.64              0.99              0.23              5.64
           2180.40              0.68            243.42           2180.15           2155.15         440298.09        6459854.93              5.63              0.99              0.23              5.63
           2180.60              0.68            243.35           2180.35           2155.35         440298.09        6459854.93              5.63              0.99              0.23              5.63
           2180.80              0.68            243.27           2180.55           2155.55         440298.09        6459854.93              5.63              0.99              0.23              5.63
           2181.00              0.68            243.20           2180.75           2155.75         440298.08        6459854.93              5.63              0.98              0.23              5.63
           2181.20              0.68            243.12           2180.95           2155.95         440298.08        6459854.93              5.63              0.98              0.23              5.63
           2181.40              0.68            243.05           2181.15           2156.15         440298.08        6459854.93              5.63              0.98              0.23              5.63
           2181.60              0.68            242.97           2181.35           2156.35         440298.08        6459854.93              5.63              0.98              0.23              5.63
           2181.80              0.68            242.90           2181.55           2156.55         440298.08        6459854.92              5.62              0.98              0.23              5.62
           2182.00              0.68            242.82           2181.75           2156.75         440298.07        6459854.92              5.62              0.97              0.23              5.62
           2182.20              0.68            242.75           2181.95           2156.95         440298.07        6459854.92              5.62              0.97              0.23              5.62
           2182.40              0.68            242.67           2182.15           2157.15         440298.07        6459854.92              5.62              0.97              0.23              5.62
           2182.60              0.68            242.60           2182.35           2157.35         440298.07        6459854.92              5.62              0.97              0.23              5.62
           2182.80              0.69            242.52           2182.55           2157.55         440298.06        6459854.92              5.62              0.96              0.23              5.62
           2183.00              0.69            242.45           2182.74           2157.74         440298.06        6459854.92              5.62              0.96              0.23              5.62
           2183.20              0.69            242.37           2182.94           2157.94         440298.06        6459854.91              5.61              0.96              0.23              5.61
           2183.40              0.69            242.30           2183.14           2158.14         440298.06        6459854.91              5.61              0.96              0.23              5.61
           2183.60              0.69            242.22           2183.34           2158.34         440298.06        6459854.91              5.61              0.96              0.23              5.61
           2183.80              0.69            242.15           2183.54           2158.54         440298.05        6459854.91              5.61              0.95              0.23              5.61
           2184.00              0.69            242.07           2183.74           2158.74         440298.05        6459854.91              5.61              0.95              0.23              5.61
           2184.20              0.69            242.00           2183.94           2158.94         440298.05        6459854.91              5.61              0.95              0.23              5.61
           2184.40              0.69            241.92           2184.14           2159.14         440298.05        6459854.91              5.61              0.95              0.22              5.61
           2184.60              0.69            241.85           2184.34           2159.34         440298.05        6459854.90              5.60              0.95              0.22              5.60
           2184.80              0.69            241.77           2184.54           2159.54         440298.04        6459854.90              5.60              0.94              0.22              5.60
           2185.00              0.69            241.70           2184.74           2159.74         440298.04        6459854.90              5.60              0.94              0.22              5.60
           2185.20              0.69            241.62           2184.94           2159.94         440298.04        6459854.90              5.60              0.94              0.22              5.60
           2185.40              0.69            241.55           2185.14           2160.14         440298.04        6459854.90              5.60              0.94              0.22              5.60
           2185.60              0.69            241.47           2185.34           2160.34         440298.04        6459854.90              5.60              0.94              0.22              5.60
           2185.80              0.70            241.40           2185.54           2160.54         440298.03        6459854.90              5.60              0.93              0.22              5.60
           2186.00              0.70            241.32           2185.74           2160.74         440298.03        6459854.89              5.59              0.93              0.22              5.59
           2186.20              0.70            241.25           2185.94           2160.94         440298.03        6459854.89              5.59              0.93              0.22              5.59
           2186.40              0.70            241.17           2186.14           2161.14         440298.03        6459854.89              5.59              0.93              0.22              5.59
           2186.60              0.70            241.10           2186.34           2161.34         440298.03        6459854.89              5.59              0.93              0.22              5.59
           2186.80              0.70            241.02           2186.54           2161.54         440298.02        6459854.89              5.59              0.92              0.22              5.59
