  Well: 15/12-4
   UWI: 6211
 Units: m
    TD: 3140 m
LNGTDE: 1.903225
LATTDE: 58.05254444

     depth   inc      azi

     110       0       0
     336     0.5     208
     514    0.25     289
     543     0.5       9
     641    0.25     295
     746     0.5      29
     862    0.25      26
     968     0.5     189
    1073       1     190
    1179     0.5       0
    1294       1      79
    1399       1      49
    1505       1      60
    1614       1      20
    1722       1      21
    2419       1      34
    2570    0.25     323
    2606     0.5      40
    2674       1      10
    2688       1      19
    2726       1      10
    2785       1      16
    2840       2       0
    3140       2      36


Depth Mode          :  TVD
Depth Unit          :  International meters
Distance Unit       :  meters

UWI: 6211                      
Common: 15/12-4                                                                         
Measr. Depth    TVD Depth     X-Offset     Y-Offset
      1447.000     1446.931        0.830        1.604
      1448.000     1447.931        0.845        1.614
      1449.000     1448.931        0.859        1.624
      1450.000     1449.930        0.873        1.634
      1451.000     1450.930        0.887        1.644
      1452.000     1451.930        0.901        1.654
      1453.000     1452.930        0.916        1.664
      1454.000     1453.930        0.930        1.674
      1455.000     1454.930        0.944        1.685
      1456.000     1455.930        0.958        1.695
      1457.000     1456.929        0.972        1.705
      1458.000     1457.929        0.986        1.715
      1459.000     1458.929        1.001        1.725
      1460.000     1459.929        1.015        1.735
      1461.000     1460.929        1.029        1.745
      1462.000     1461.928        1.043        1.755
      1463.000     1462.928        1.057        1.765
      1464.000     1463.928        1.072        1.776
      1465.000     1464.928        1.086        1.786
      1466.000     1465.928        1.100        1.796
      1467.000     1466.928        1.114        1.806
      1468.000     1467.928        1.128        1.816
      1469.000     1468.927        1.143        1.826
      1470.000     1469.927        1.157        1.836
      1471.000     1470.927        1.171        1.846
      1472.000     1471.927        1.185        1.857
      1473.000     1472.927        1.199        1.867
      1474.000     1473.927        1.213        1.877
      1475.000     1474.927        1.228        1.887
      1476.000     1475.926        1.242        1.897
      1477.000     1476.926        1.256        1.907
      1478.000     1477.926        1.270        1.917
      1479.000     1478.926        1.284        1.927
      1480.000     1479.926        1.299        1.938
      1481.000     1480.926        1.313        1.948
      1482.000     1481.925        1.327        1.958
      1483.000     1482.925        1.341        1.968
      1484.000     1483.925        1.355        1.978
      1485.000     1484.925        1.370        1.988
      1486.000     1485.925        1.384        1.998
      1487.000     1486.925        1.398        2.008
      1488.000     1487.925        1.412        2.018
      1489.000     1488.924        1.426        2.029
      1490.000     1489.924        1.441        2.039
      1491.000     1490.924        1.455        2.049
      1492.000     1491.924        1.469        2.059
      1493.000     1492.924        1.483        2.069
      1494.000     1493.924        1.497        2.079
      1495.000     1494.923        1.511        2.089
      1496.000     1495.923        1.526        2.099
      1497.000     1496.923        1.540        2.110
      1498.000     1497.923        1.554        2.120
      1499.000     1498.923        1.568        2.130
      1500.000     1499.923        1.582        2.140
      1501.000     1500.923        1.597        2.150
      1502.000     1501.922        1.611        2.160
      1503.000     1502.922        1.625        2.170
      1504.000     1503.922        1.639        2.180
      1505.000     1504.922        1.653        2.191
      1506.000     1505.922        1.664        2.204
      1507.000     1506.922        1.675        2.217
      1508.000     1507.922        1.686        2.230
      1509.000     1508.921        1.697        2.243
      1510.000     1509.921        1.708        2.256
      1511.000     1510.921        1.719        2.269
      1512.000     1511.921        1.730        2.282
      1513.000     1512.921        1.741        2.296
      1514.000     1513.921        1.752        2.309
      1515.000     1514.921        1.763        2.322
      1516.000     1515.920        1.774        2.335
      1517.000     1516.920        1.785        2.348
      1518.000     1517.920        1.796        2.361
      1519.000     1518.920        1.807        2.374
      1520.000     1519.920        1.818        2.387
      1521.000     1520.920        1.829        2.400
      1522.000     1521.919        1.840        2.413
      1523.000     1522.919        1.851        2.427
      1524.000     1523.919        1.862        2.440
      1525.000     1524.919        1.873        2.453
      1526.000     1525.919        1.884        2.466
      1527.000     1526.919        1.895        2.479
      1528.000     1527.918        1.906        2.492
      1529.000     1528.918        1.917        2.505
      1530.000     1529.918        1.928        2.518
      1531.000     1530.918        1.939        2.531
      1532.000     1531.918        1.950        2.545
      1533.000     1532.918        1.961        2.558
      1534.000     1533.918        1.972        2.571
      1535.000     1534.917        1.983        2.584
      1536.000     1535.917        1.994        2.597
      1537.000     1536.917        2.005        2.610
      1538.000     1537.917        2.016        2.623
      1539.000     1538.917        2.027        2.636
      1540.000     1539.917        2.038        2.649
      1541.000     1540.917        2.049        2.662
      1542.000     1541.916        2.060        2.676
      1543.000     1542.916        2.071        2.689
      1544.000     1543.916        2.082        2.702
      1545.000     1544.916        2.093        2.715
      1546.000     1545.916        2.104        2.728
      1547.000     1546.916        2.115        2.741
      1548.000     1547.915        2.126        2.754
      1549.000     1548.915        2.137        2.767
      1550.000     1549.915        2.148        2.780
      1551.000     1550.915        2.159        2.793
      1552.000     1551.915        2.170        2.807
      1553.000     1552.915        2.181        2.820
      1554.000     1553.915        2.192        2.833
      1555.000     1554.914        2.203        2.846
      1556.000     1555.914        2.214        2.859
      1557.000     1556.914        2.225        2.872
      1558.000     1557.914        2.236        2.885
      1559.000     1558.914        2.247        2.898
      1560.000     1559.914        2.258        2.911
      1561.000     1560.913        2.269        2.924
      1562.000     1561.913        2.280        2.938
      1563.000     1562.913        2.291        2.951
      1564.000     1563.913        2.302        2.964
      1565.000     1564.913        2.313        2.977
      1566.000     1565.913        2.324        2.990
      1567.000     1566.912        2.335        3.003
      1568.000     1567.912        2.346        3.016
      1569.000     1568.912        2.357        3.029
      1570.000     1569.912        2.368        3.042
      1571.000     1570.912        2.379        3.055
      1572.000     1571.912        2.390        3.069
      1573.000     1572.912        2.401        3.082
      1574.000     1573.911        2.412        3.095
      1575.000     1574.911        2.423        3.108
      1576.000     1575.911        2.434        3.121
      1577.000     1576.911        2.445        3.134
      1578.000     1577.911        2.456        3.147
      1579.000     1578.911        2.467        3.160
      1580.000     1579.911        2.478        3.173
      1581.000     1580.910        2.489        3.186
      1582.000     1581.910        2.500        3.200
      1583.000     1582.910        2.511        3.213
      1584.000     1583.910        2.522        3.226
      1585.000     1584.910        2.533        3.239
      1586.000     1585.910        2.544        3.252
      1587.000     1586.910        2.555        3.265
      1588.000     1587.909        2.566        3.278
      1589.000     1588.909        2.577        3.291
      1590.000     1589.909        2.588        3.304
      1591.000     1590.909        2.599        3.318
      1592.000     1591.909        2.610        3.331
      1593.000     1592.909        2.621        3.344
      1594.000     1593.908        2.632        3.357
      1595.000     1594.908        2.643        3.370
      1596.000     1595.908        2.654        3.383
      1597.000     1596.908        2.664        3.396
      1598.000     1597.908        2.675        3.409
      1599.000     1598.908        2.686        3.422
      1600.000     1599.907        2.697        3.435
      1601.000     1600.907        2.708        3.449
      1602.000     1601.907        2.719        3.462
      1603.000     1602.907        2.730        3.475
      1604.000     1603.907        2.741        3.488
      1605.000     1604.907        2.752        3.501
      1606.000     1605.907        2.763        3.514
      1607.000     1606.906        2.774        3.527
      1608.000     1607.906        2.785        3.540
      1609.000     1608.906        2.796        3.553
      1610.000     1609.906        2.807        3.566
      1611.000     1610.906        2.818        3.580
      1612.000     1611.906        2.829        3.593
      1613.000     1612.906        2.840        3.606
      1614.000     1613.905        2.851        3.619
      1615.000     1614.905        2.857        3.635
      1616.000     1615.905        2.863        3.652
      1617.000     1616.905        2.869        3.668
      1618.000     1617.905        2.875        3.685
      1619.000     1618.905        2.881        3.701
      1620.000     1619.905        2.888        3.717
      1621.000     1620.904        2.894        3.734
      1622.000     1621.904        2.900        3.750
      1623.000     1622.904        2.906        3.766
      1624.000     1623.904        2.912        3.783
      1625.000     1624.904        2.918        3.799
      1626.000     1625.903        2.924        3.815
      1627.000     1626.903        2.930        3.832
      1628.000     1627.903        2.936        3.848
      1629.000     1628.903        2.943        3.864
      1630.000     1629.903        2.949        3.881
      1631.000     1630.903        2.955        3.897
      1632.000     1631.902        2.961        3.913
      1633.000     1632.902        2.967        3.930
      1634.000     1633.902        2.973        3.946
      1635.000     1634.902        2.979        3.962
      1636.000     1635.902        2.985        3.979
      1637.000     1636.902        2.992        3.995
      1638.000     1637.902        2.998        4.012
      1639.000     1638.901        3.004        4.028
      1640.000     1639.901        3.010        4.044
      1641.000     1640.901        3.016        4.061
      1642.000     1641.901        3.022        4.077
      1643.000     1642.901        3.028        4.093
      1644.000     1643.901        3.034        4.110
      1645.000     1644.901        3.040        4.126
      1646.000     1645.900        3.047        4.142
      1647.000     1646.900        3.053        4.159
      1648.000     1647.900        3.059        4.175
      1649.000     1648.900        3.065        4.191
      1650.000     1649.900        3.071        4.208
      1651.000     1650.900        3.077        4.224
      1652.000     1651.900        3.083        4.240
      1653.000     1652.899        3.089        4.257
      1654.000     1653.899        3.095        4.273
      1655.000     1654.899        3.102        4.289
      1656.000     1655.899        3.108        4.306
      1657.000     1656.899        3.114        4.322
      1658.000     1657.899        3.120        4.339
      1659.000     1658.898        3.126        4.355
      1660.000     1659.898        3.132        4.371
      1661.000     1660.898        3.138        4.388
      1662.000     1661.898        3.144        4.404
      1663.000     1662.898        3.150        4.420
      1664.000     1663.898        3.157        4.437
      1665.000     1664.898        3.163        4.453
      1666.000     1665.897        3.169        4.469
      1667.000     1666.897        3.175        4.486
      1668.000     1667.897        3.181        4.502
      1669.000     1668.897        3.187        4.518
      1670.000     1669.897        3.193        4.535
      1671.000     1670.897        3.199        4.551
      1672.000     1671.896        3.205        4.567
      1673.000     1672.896        3.212        4.584
      1674.000     1673.896        3.218        4.600
      1675.000     1674.896        3.224        4.616
      1676.000     1675.896        3.230        4.633
      1677.000     1676.896        3.236        4.649
      1678.000     1677.896        3.242        4.666
      1679.000     1678.895        3.248        4.682
      1680.000     1679.895        3.254        4.698
      1681.000     1680.895        3.260        4.715
      1682.000     1681.895        3.267        4.731
      1683.000     1682.895        3.273        4.747
      1684.000     1683.895        3.279        4.764
      1685.000     1684.894        3.285        4.780
      1686.000     1685.894        3.291        4.796
      1687.000     1686.894        3.297        4.813
      1688.000     1687.894        3.303        4.829
      1689.000     1688.894        3.309        4.845
      1690.000     1689.894        3.315        4.862
      1691.000     1690.894        3.322        4.878
      1692.000     1691.893        3.328        4.894
      1693.000     1692.893        3.334        4.911
      1694.000     1693.893        3.340        4.927
      1695.000     1694.893        3.346        4.943
      1696.000     1695.893        3.352        4.960
      1697.000     1696.893        3.358        4.976
      1698.000     1697.893        3.364        4.992
      1699.000     1698.892        3.371        5.009
      1700.000     1699.892        3.377        5.025
      1701.000     1700.892        3.383        5.042
      1702.000     1701.892        3.389        5.058
      1703.000     1702.892        3.395        5.074
      1704.000     1703.892        3.401        5.091
      1705.000     1704.891        3.407        5.107
      1706.000     1705.891        3.413        5.123
      1707.000     1706.891        3.419        5.140
      1708.000     1707.891        3.426        5.156
      1709.000     1708.891        3.432        5.172
      1710.000     1709.891        3.438        5.189
      1711.000     1710.891        3.444        5.205
      1712.000     1711.890        3.450        5.221
      1713.000     1712.890        3.456        5.238
      1714.000     1713.890        3.462        5.254
      1715.000     1714.890        3.468        5.270
      1716.000     1715.890        3.474        5.287
      1717.000     1716.890        3.481        5.303
      1718.000     1717.889        3.487        5.319
      1719.000     1718.889        3.493        5.336
      1720.000     1719.889        3.499        5.352
      1721.000     1720.889        3.505        5.369
      1722.000     1721.889        3.511        5.385
      1723.000     1722.889        3.519        5.400
      1724.000     1723.889        3.527        5.416
      1725.000     1724.888        3.535        5.431
      1726.000     1725.888        3.543        5.447
      1727.000     1726.888        3.552        5.462
      1728.000     1727.888        3.560        5.477
      1729.000     1728.888        3.568        5.493
      1730.000     1729.888        3.576        5.508
      1731.000     1730.887        3.584        5.524
      1732.000     1731.887        3.592        5.539
      1733.000     1732.887        3.600        5.555
      1734.000     1733.887        3.608        5.570
      1735.000     1734.887        3.616        5.586
      1736.000     1735.887        3.624        5.601
      1737.000     1736.887        3.632        5.617
      1738.000     1737.886        3.640        5.632
      1739.000     1738.886        3.648        5.647
      1740.000     1739.886        3.656        5.663
      1741.000     1740.886        3.664        5.678
      1742.000     1741.886        3.672        5.694
      1743.000     1742.886        3.680        5.709
      1744.000     1743.885        3.688        5.725
      1745.000     1744.885        3.696        5.740
      1746.000     1745.885        3.704        5.756
      1747.000     1746.885        3.712        5.771
      1748.000     1747.885        3.720        5.786
      1749.000     1748.885        3.728        5.802
      1750.000     1749.885        3.737        5.817
      1751.000     1750.884        3.745        5.833
      1752.000     1751.884        3.753        5.848
      1753.000     1752.884        3.761        5.864
      1754.000     1753.884        3.769        5.879
      1755.000     1754.884        3.777        5.895
      1756.000     1755.884        3.785        5.910
      1757.000     1756.884        3.793        5.926
      1758.000     1757.883        3.801        5.941
      1759.000     1758.883        3.809        5.956
      1760.000     1759.883        3.817        5.972
      1761.000     1760.883        3.825        5.987
      1762.000     1761.883        3.833        6.003
      1763.000     1762.883        3.841        6.018
      1764.000     1763.882        3.849        6.034
      1765.000     1764.882        3.857        6.049
      1766.000     1765.882        3.865        6.065
      1767.000     1766.882        3.873        6.080
      1768.000     1767.882        3.881        6.095
      1769.000     1768.882        3.889        6.111
      1770.000     1769.882        3.897        6.126
      1771.000     1770.881        3.905        6.142
      1772.000     1771.881        3.913        6.157
      1773.000     1772.881        3.921        6.173
      1774.000     1773.881        3.930        6.188
      1775.000     1774.881        3.938        6.204
      1776.000     1775.881        3.946        6.219
      1777.000     1776.880        3.954        6.235
      1778.000     1777.880        3.962        6.250
      1779.000     1778.880        3.970        6.265
      1780.000     1779.880        3.978        6.281
      1781.000     1780.880        3.986        6.296
      1782.000     1781.880        3.994        6.312
      1783.000     1782.880        4.002        6.327
      1784.000     1783.880        4.010        6.343
      1785.000     1784.879        4.018        6.358
      1786.000     1785.879        4.026        6.374
      1787.000     1786.879        4.034        6.389
      1788.000     1787.879        4.042        6.404
      1789.000     1788.879        4.050        6.420
      1790.000     1789.878        4.058        6.435
      1791.000     1790.878        4.066        6.451
      1792.000     1791.878        4.074        6.466
      1793.000     1792.878        4.082        6.482
      1794.000     1793.878        4.090        6.497
      1795.000     1794.878        4.098        6.513
      1796.000     1795.877        4.106        6.528
      1797.000     1796.877        4.115        6.544
      1798.000     1797.877        4.123        6.559
      1799.000     1798.877        4.131        6.574
      1800.000     1799.877        4.139        6.590
      1801.000     1800.877        4.147        6.605
      1802.000     1801.877        4.155        6.621
      1803.000     1802.876        4.163        6.636
      1804.000     1803.876        4.171        6.652
      1805.000     1804.876        4.179        6.667
      1806.000     1805.876        4.187        6.683
      1807.000     1806.876        4.195        6.698
      1808.000     1807.876        4.203        6.713
      1809.000     1808.875        4.211        6.729
      1810.000     1809.875        4.219        6.744
      1811.000     1810.875        4.227        6.760
      1812.000     1811.875        4.235        6.775
      1813.000     1812.875        4.243        6.791
      1814.000     1813.875        4.251        6.806
      1815.000     1814.875        4.259        6.822
      1816.000     1815.875        4.267        6.837
      1817.000     1816.874        4.275        6.853
      1818.000     1817.874        4.283        6.868
      1819.000     1818.874        4.291        6.883
      1820.000     1819.874        4.299        6.899
      1821.000     1820.874        4.308        6.914
      1822.000     1821.874        4.316        6.930
      1823.000     1822.873        4.324        6.945
      1824.000     1823.873        4.332        6.961
      1825.000     1824.873        4.340        6.976
      1826.000     1825.873        4.348        6.992
      1827.000     1826.873        4.356        7.007
      1828.000     1827.873        4.364        7.022
      1829.000     1828.873        4.372        7.038
      1830.000     1829.872        4.380        7.053
      1831.000     1830.872        4.388        7.069
      1832.000     1831.872        4.396        7.084
      1833.000     1832.872        4.404        7.100
      1834.000     1833.872        4.412        7.115
      1835.000     1834.872        4.420        7.131
      1836.000     1835.871        4.428        7.146
      1837.000     1836.871        4.436        7.161
      1838.000     1837.871        4.444        7.177
      1839.000     1838.871        4.452        7.192
      1840.000     1839.871        4.460        7.208
      1841.000     1840.871        4.468        7.223
      1842.000     1841.870        4.476        7.239
      1843.000     1842.870        4.484        7.254
      1844.000     1843.870        4.493        7.270
      1845.000     1844.870        4.501        7.285
      1846.000     1845.870        4.509        7.301
      1847.000     1846.870        4.517        7.316
      1848.000     1847.870        4.525        7.331
      1849.000     1848.870        4.533        7.347
      1850.000     1849.869        4.541        7.362
      1851.000     1850.869        4.549        7.378
      1852.000     1851.869        4.557        7.393
      1853.000     1852.869        4.565        7.409
      1854.000     1853.869        4.573        7.424
      1855.000     1854.869        4.581        7.440
      1856.000     1855.868        4.589        7.455
      1857.000     1856.868        4.597        7.470
      1858.000     1857.868        4.605        7.486
      1859.000     1858.868        4.613        7.501
      1860.000     1859.868        4.621        7.517
      1861.000     1860.868        4.629        7.532
      1862.000     1861.868        4.637        7.548
      1863.000     1862.867        4.645        7.563
      1864.000     1863.867        4.653        7.579
      1865.000     1864.867        4.661        7.594
      1866.000     1865.867        4.669        7.610
      1867.000     1866.867        4.677        7.625
      1868.000     1867.867        4.686        7.640
      1869.000     1868.866        4.694        7.656
      1870.000     1869.866        4.702        7.671
      1871.000     1870.866        4.710        7.687
      1872.000     1871.866        4.718        7.702
      1873.000     1872.866        4.726        7.718
      1874.000     1873.866        4.734        7.733
      1875.000     1874.865        4.742        7.749
      1876.000     1875.865        4.750        7.764
      1877.000     1876.865        4.758        7.779
      1878.000     1877.865        4.766        7.795
      1879.000     1878.865        4.774        7.810
      1880.000     1879.865        4.782        7.826
      1881.000     1880.865        4.790        7.841
      1882.000     1881.864        4.798        7.857
      1883.000     1882.864        4.806        7.872
      1884.000     1883.864        4.814        7.888
      1885.000     1884.864        4.822        7.903
      1886.000     1885.864        4.830        7.919
      1887.000     1886.864        4.838        7.934
      1888.000     1887.864        4.846        7.949
      1889.000     1888.863        4.854        7.965
      1890.000     1889.863        4.862        7.980
      1891.000     1890.863        4.871        7.996
      1892.000     1891.863        4.879        8.011
      1893.000     1892.863        4.887        8.027
      1894.000     1893.863        4.895        8.042
      1895.000     1894.863        4.903        8.058
      1896.000     1895.862        4.911        8.073
      1897.000     1896.862        4.919        8.088
      1898.000     1897.862        4.927        8.104
      1899.000     1898.862        4.935        8.119
      1900.000     1899.862        4.943        8.135
      1901.000     1900.862        4.951        8.150
      1902.000     1901.861        4.959        8.166
      1903.000     1902.861        4.967        8.181
      1904.000     1903.861        4.975        8.197
      1905.000     1904.861        4.983        8.212
      1906.000     1905.861        4.991        8.228
      1907.000     1906.861        4.999        8.243
      1908.000     1907.861        5.007        8.258
      1909.000     1908.860        5.015        8.274
      1910.000     1909.860        5.023        8.289
      1911.000     1910.860        5.031        8.305
      1912.000     1911.860        5.039        8.320
      1913.000     1912.860        5.047        8.336
      1914.000     1913.860        5.055        8.351
      1915.000     1914.859        5.064        8.367
      1916.000     1915.859        5.072        8.382
      1917.000     1916.859        5.080        8.397
      1918.000     1917.859        5.088        8.413
      1919.000     1918.859        5.096        8.428
      1920.000     1919.859        5.104        8.444
      1921.000     1920.859        5.112        8.459
      1922.000     1921.858        5.120        8.475
      1923.000     1922.858        5.128        8.490
      1924.000     1923.858        5.136        8.506
      1925.000     1924.858        5.144        8.521
      1926.000     1925.858        5.152        8.537
      1927.000     1926.858        5.160        8.552
      1928.000     1927.857        5.168        8.567
      1929.000     1928.857        5.176        8.583
      1930.000     1929.857        5.184        8.598
      1931.000     1930.857        5.192        8.614
      1932.000     1931.857        5.200        8.629
      1933.000     1932.857        5.208        8.645
      1934.000     1933.857        5.216        8.660
      1935.000     1934.856        5.224        8.676
      1936.000     1935.856        5.232        8.691
      1937.000     1936.856        5.240        8.706
      1938.000     1937.856        5.249        8.722
      1939.000     1938.856        5.257        8.737
      1940.000     1939.856        5.265        8.753
      1941.000     1940.856        5.273        8.768
      1942.000     1941.855        5.281        8.784
      1943.000     1942.855        5.289        8.799
      1944.000     1943.855        5.297        8.815
      1945.000     1944.855        5.305        8.830
      1946.000     1945.855        5.313        8.846
      1947.000     1946.855        5.321        8.861
      1948.000     1947.854        5.329        8.876
      1949.000     1948.854        5.337        8.892
      1950.000     1949.854        5.345        8.907
      1951.000     1950.854        5.353        8.923
      1952.000     1951.854        5.361        8.938
      1953.000     1952.854        5.369        8.954
      1954.000     1953.854        5.377        8.969
      1955.000     1954.853        5.385        8.985
      1956.000     1955.853        5.393        9.000
      1957.000     1956.853        5.401        9.015
      1958.000     1957.853        5.409        9.031
      1959.000     1958.853        5.417        9.046
      1960.000     1959.852        5.425        9.062
      1961.000     1960.853        5.433        9.077
      1962.000     1961.852        5.442        9.093
      1963.000     1962.852        5.450        9.108
      1964.000     1963.852        5.458        9.124
      1965.000     1964.852        5.466        9.139
      1966.000     1965.852        5.474        9.154
      1967.000     1966.851        5.482        9.170
      1968.000     1967.851        5.490        9.185
      1969.000     1968.851        5.498        9.201
      1970.000     1969.851        5.506        9.216
      1971.000     1970.851        5.514        9.232
      1972.000     1971.851        5.522        9.247
      1973.000     1972.850        5.530        9.263
      1974.000     1973.850        5.538        9.278
      1975.000     1974.850        5.546        9.294
      1976.000     1975.850        5.554        9.309
      1977.000     1976.850        5.562        9.324
      1978.000     1977.850        5.570        9.340
      1979.000     1978.850        5.578        9.355
      1980.000     1979.849        5.586        9.371
      1981.000     1980.849        5.594        9.386
      1982.000     1981.849        5.602        9.402
      1983.000     1982.849        5.610        9.417
      1984.000     1983.849        5.618        9.433
      1985.000     1984.849        5.627        9.448
      1986.000     1985.849        5.635        9.463
      1987.000     1986.848        5.643        9.479
      1988.000     1987.848        5.651        9.494
      1989.000     1988.848        5.659        9.510
      1990.000     1989.848        5.667        9.525
      1991.000     1990.848        5.675        9.541
      1992.000     1991.848        5.683        9.556
      1993.000     1992.848        5.691        9.572
      1994.000     1993.847        5.699        9.587
      1995.000     1994.847        5.707        9.603
      1996.000     1995.847        5.715        9.618
      1997.000     1996.847        5.723        9.633
      1998.000     1997.847        5.731        9.649
      1999.000     1998.847        5.739        9.664
      2000.000     1999.847        5.747        9.680
      2001.000     2000.846        5.755        9.695
      2002.000     2001.846        5.763        9.711
      2003.000     2002.846        5.771        9.726
      2004.000     2003.846        5.779        9.742
      2005.000     2004.846        5.787        9.757
      2006.000     2005.845        5.795        9.772
      2007.000     2006.845        5.803        9.788
      2008.000     2007.845        5.811        9.803
      2009.000     2008.845        5.820        9.819
      2010.000     2009.845        5.828        9.834
      2011.000     2010.845        5.836        9.850
      2012.000     2011.845        5.844        9.865
      2013.000     2012.844        5.852        9.881
      2014.000     2013.844        5.860        9.896
      2015.000     2014.844        5.868        9.912
      2016.000     2015.844        5.876        9.927
      2017.000     2016.844        5.884        9.942
      2018.000     2017.844        5.892        9.958
      2019.000     2018.844        5.900        9.973
      2020.000     2019.843        5.908        9.989
      2021.000     2020.843        5.916       10.004
      2022.000     2021.843        5.924       10.020
      2023.000     2022.843        5.932       10.035
      2024.000     2023.843        5.940       10.051
      2025.000     2024.843        5.948       10.066
      2026.000     2025.843        5.956       10.081
      2027.000     2026.842        5.964       10.097
      2028.000     2027.842        5.972       10.112
      2029.000     2028.842        5.980       10.128
      2030.000     2029.842        5.988       10.143
      2031.000     2030.842        5.996       10.159
      2032.000     2031.842        6.005       10.174
      2033.000     2032.841        6.013       10.190
      2034.000     2033.841        6.021       10.205
      2035.000     2034.841        6.029       10.221
      2036.000     2035.841        6.037       10.236
      2037.000     2036.841        6.045       10.251
      2038.000     2037.841        6.053       10.267
      2039.000     2038.841        6.061       10.282
      2040.000     2039.840        6.069       10.298
      2041.000     2040.840        6.077       10.313
      2042.000     2041.840        6.085       10.329
      2043.000     2042.840        6.093       10.344
      2044.000     2043.840        6.101       10.360
      2045.000     2044.840        6.109       10.375
      2046.000     2045.840        6.117       10.390
      2047.000     2046.839        6.125       10.406
      2048.000     2047.839        6.133       10.421
      2049.000     2048.839        6.141       10.437
      2050.000     2049.839        6.149       10.452
      2051.000     2050.839        6.157       10.468
      2052.000     2051.839        6.165       10.483
      2053.000     2052.838        6.173       10.499
      2054.000     2053.838        6.181       10.514
      2055.000     2054.838        6.189       10.530
      2056.000     2055.838        6.198       10.545
      2057.000     2056.838        6.206       10.560
      2058.000     2057.838        6.214       10.576
      2059.000     2058.837        6.222       10.591
      2060.000     2059.837        6.230       10.607
      2061.000     2060.837        6.238       10.622
      2062.000     2061.837        6.246       10.638
      2063.000     2062.837        6.254       10.653
      2064.000     2063.837        6.262       10.669
      2065.000     2064.837        6.270       10.684
      2066.000     2065.836        6.278       10.699
      2067.000     2066.836        6.286       10.715
      2068.000     2067.836        6.294       10.730
      2069.000     2068.836        6.302       10.746
      2070.000     2069.836        6.310       10.761
      2071.000     2070.836        6.318       10.777
      2072.000     2071.835        6.326       10.792
      2073.000     2072.835        6.334       10.808
      2074.000     2073.835        6.342       10.823
      2075.000     2074.835        6.350       10.839
      2076.000     2075.835        6.358       10.854
      2077.000     2076.835        6.366       10.869
      2078.000     2077.835        6.374       10.885
      2079.000     2078.834        6.383       10.900
      2080.000     2079.834        6.391       10.916
      2081.000     2080.834        6.399       10.931
      2082.000     2081.834        6.407       10.947
      2083.000     2082.834        6.415       10.962
      2084.000     2083.834        6.423       10.978
      2085.000     2084.833        6.431       10.993
      2086.000     2085.833        6.439       11.008
      2087.000     2086.833        6.447       11.024
      2088.000     2087.833        6.455       11.039
      2089.000     2088.833        6.463       11.055
      2090.000     2089.833        6.471       11.070
      2091.000     2090.833        6.479       11.086
      2092.000     2091.833        6.487       11.101
      2093.000     2092.833        6.495       11.117
      2094.000     2093.832        6.503       11.132
      2095.000     2094.832        6.511       11.148
      2096.000     2095.832        6.519       11.163
      2097.000     2096.832        6.527       11.178
      2098.000     2097.832        6.535       11.194
      2099.000     2098.831        6.543       11.209
      2100.000     2099.831        6.551       11.225
      2101.000     2100.831        6.559       11.240
      2102.000     2101.831        6.567       11.256
      2103.000     2102.831        6.576       11.271
      2104.000     2103.831        6.584       11.287
      2105.000     2104.831        6.592       11.302
      2106.000     2105.830        6.600       11.317
      2107.000     2106.830        6.608       11.333
      2108.000     2107.830        6.616       11.348
      2109.000     2108.830        6.624       11.364
      2110.000     2109.830        6.632       11.379
      2111.000     2110.830        6.640       11.395
      2112.000     2111.830        6.648       11.410
      2113.000     2112.829        6.656       11.426
      2114.000     2113.829        6.664       11.441
      2115.000     2114.829        6.672       11.456
      2116.000     2115.829        6.680       11.472
      2117.000     2116.829        6.688       11.487
      2118.000     2117.829        6.696       11.503
      2119.000     2118.828        6.704       11.518
      2120.000     2119.828        6.712       11.534
      2121.000     2120.828        6.720       11.549
      2122.000     2121.828        6.728       11.565
      2123.000     2122.828        6.736       11.580
      2124.000     2123.828        6.744       11.596
      2125.000     2124.828        6.752       11.611
      2126.000     2125.827        6.761       11.626
      2127.000     2126.827        6.769       11.642
      2128.000     2127.827        6.777       11.657
      2129.000     2128.827        6.785       11.673
      2130.000     2129.827        6.793       11.688
      2131.000     2130.827        6.801       11.704
      2132.000     2131.826        6.809       11.719
      2133.000     2132.826        6.817       11.735
      2134.000     2133.826        6.825       11.750
      2135.000     2134.826        6.833       11.765
      2136.000     2135.826        6.841       11.781
      2137.000     2136.825        6.849       11.796
      2138.000     2137.826        6.857       11.812
      2139.000     2138.825        6.865       11.827
      2140.000     2139.825        6.873       11.843
      2141.000     2140.825        6.881       11.858
      2142.000     2141.825        6.889       11.874
      2143.000     2142.825        6.897       11.889
      2144.000     2143.824        6.905       11.905
      2145.000     2144.824        6.913       11.920
      2146.000     2145.824        6.921       11.935
      2147.000     2146.824        6.929       11.951
      2148.000     2147.824        6.937       11.966
      2149.000     2148.824        6.945       11.982
      2150.000     2149.823        6.954       11.997
      2151.000     2150.823        6.962       12.013
      2152.000     2151.823        6.970       12.028
      2153.000     2152.823        6.978       12.044
      2154.000     2153.823        6.986       12.059
      2155.000     2154.823        6.994       12.074
      2156.000     2155.823        7.002       12.090
      2157.000     2156.823        7.010       12.105
      2158.000     2157.823        7.018       12.121
      2159.000     2158.822        7.026       12.136
      2160.000     2159.822        7.034       12.152
      2161.000     2160.822        7.042       12.167
      2162.000     2161.822        7.050       12.183
      2163.000     2162.822        7.058       12.198
