Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 
meters and linearly interpolated between original survey points. Computed 
2011-08-31

HEADER INFORMATION 
----------------------------------------------------------------
COMPANY: STATOIL NORWAY
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 15/6-12
WELLBORE NAME: 15/6-12 McHenry
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 15/6-12 McHenry
Survey Date: 16.02.2011
Extraction Date: 12.08.2011
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: WELL
LAT Reference: Site
----------------------------------------------------------------
Slot EW Map: 426697.000m
Slot NS Map: 6499708.000m
Surface Latitude Map: 58° 37' 48.515 N
Surface Longitude Map: 1° 44' 15.483 E
Bottom Hole MD: 3930.00m
Bottom Hole TVD: 3929.65m
Bottom Hole EW Map: 426694.704m
Bottom Hole NS Map: 6499691.286m
----------------------------------------------------------------
Water Depth: 115.50m
KB-WH: 23.50m
KB-MSL: 23.50m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
VSDIR: 360
----------------------------------------------------------------
SURVEY LIST
MD             Inc            Azim           TVD            X-Offset (E/W) Y-Offset (N/S) UTM E/W        UTM N/S        DLS
m RKB          deg            deg            m RKB          m              m              m              m              deg/30m
1774.80        0.12           215.11         1774.68        5.888          2.497          426702.886     6499710.496    0.05
1775.00        0.12           215.48         1774.88        5.888          2.497          426702.886     6499710.496    0.05
1775.20        0.12           215.85         1775.08        5.888          2.497          426702.886     6499710.496    0.05
1775.40        0.12           216.22         1775.28        5.888          2.497          426702.886     6499710.496    0.05
1775.60        0.12           216.59         1775.48        5.888          2.496          426702.886     6499710.495    0.05
1775.80        0.12           216.96         1775.68        5.888          2.496          426702.886     6499710.495    0.05
1776.00        0.12           217.33         1775.88        5.888          2.496          426702.886     6499710.495    0.05
1776.20        0.12           217.70         1776.08        5.888          2.496          426702.886     6499710.495    0.05
1776.40        0.12           218.07         1776.28        5.887          2.496          426702.885     6499710.495    0.05
1776.60        0.12           218.44         1776.48        5.887          2.496          426702.885     6499710.495    0.05
1776.80        0.12           218.81         1776.68        5.887          2.496          426702.885     6499710.495    0.05
1777.00        0.12           219.19         1776.88        5.887          2.496          426702.885     6499710.495    0.05
1777.20        0.12           219.56         1777.08        5.887          2.496          426702.885     6499710.495    0.05
1777.40        0.12           219.93         1777.28        5.887          2.495          426702.885     6499710.494    0.05
1777.60        0.12           220.30         1777.48        5.887          2.495          426702.885     6499710.494    0.05
1777.80        0.12           220.67         1777.68        5.887          2.495          426702.885     6499710.494    0.05
1778.00        0.12           221.04         1777.88        5.887          2.495          426702.885     6499710.494    0.05
1778.20        0.12           221.41         1778.08        5.887          2.495          426702.885     6499710.494    0.05
1778.40        0.12           221.78         1778.28        5.887          2.495          426702.885     6499710.494    0.05
1778.60        0.12           222.15         1778.48        5.887          2.495          426702.885     6499710.494    0.05
1778.80        0.12           222.52         1778.68        5.886          2.495          426702.884     6499710.494    0.05
1779.00        0.12           222.89         1778.88        5.886          2.494          426702.884     6499710.493    0.05
1779.20        0.12           223.26         1779.08        5.886          2.494          426702.884     6499710.493    0.05
1779.40        0.12           223.63         1779.28        5.886          2.494          426702.884     6499710.493    0.05
1779.60        0.12           224.00         1779.48        5.886          2.494          426702.884     6499710.493    0.05
1779.80        0.12           224.37         1779.68        5.886          2.494          426702.884     6499710.493    0.05
1780.00        0.12           224.62         1779.88        5.886          2.494          426702.884     6499710.493    0.05
1780.20        0.12           224.87         1780.08        5.885          2.494          426702.883     6499710.493    0.05
1780.40        0.12           225.11         1780.28        5.885          2.493          426702.883     6499710.492    0.05
1780.60        0.12           225.36         1780.48        5.885          2.493          426702.883     6499710.492    0.05
1780.80        0.12           225.61         1780.68        5.885          2.493          426702.883     6499710.492    0.05
1781.00        0.12           225.86         1780.88        5.884          2.493          426702.882     6499710.492    0.05
1781.20        0.12           226.10         1781.08        5.884          2.493          426702.882     6499710.492    0.05
1781.40        0.12           226.35         1781.28        5.884          2.493          426702.882     6499710.492    0.05
1781.60        0.12           226.60         1781.48        5.883          2.492          426702.881     6499710.491    0.05
1781.80        0.12           226.85         1781.68        5.883          2.492          426702.881     6499710.491    0.05
1782.00        0.12           227.09         1781.88        5.883          2.492          426702.881     6499710.491    0.05
1782.20        0.12           227.34         1782.08        5.882          2.492          426702.880     6499710.491    0.05
1782.40        0.12           227.59         1782.28        5.882          2.492          426702.880     6499710.491    0.05
1782.60        0.12           227.84         1782.48        5.882          2.492          426702.880     6499710.491    0.05
1782.80        0.12           228.08         1782.68        5.882          2.491          426702.880     6499710.490    0.05
1783.00        0.12           228.33         1782.88        5.881          2.491          426702.879     6499710.490    0.05
1783.20        0.12           228.58         1783.08        5.881          2.491          426702.879     6499710.490    0.05
1783.40        0.12           228.83         1783.28        5.881          2.491          426702.879     6499710.490    0.05
1783.60        0.12           229.07         1783.48        5.880          2.491          426702.878     6499710.490    0.05
1783.80        0.12           229.32         1783.68        5.880          2.490          426702.878     6499710.489    0.05
1784.00        0.12           229.57         1783.88        5.880          2.490          426702.878     6499710.489    0.05
1784.20        0.12           229.82         1784.08        5.879          2.490          426702.877     6499710.489    0.05
1784.40        0.12           230.06         1784.28        5.879          2.490          426702.877     6499710.489    0.05
1784.60        0.12           230.31         1784.48        5.879          2.490          426702.877     6499710.489    0.05
1784.80        0.11           230.56         1784.68        5.879          2.490          426702.877     6499710.489    0.05
1785.00        0.11           230.81         1784.88        5.878          2.489          426702.876     6499710.488    0.05
1785.20        0.11           231.05         1785.08        5.878          2.489          426702.876     6499710.488    0.05
1785.40        0.11           231.30         1785.28        5.878          2.489          426702.876     6499710.488    0.05
1785.60        0.11           231.55         1785.48        5.877          2.489          426702.875     6499710.488    0.05
1785.80        0.11           231.80         1785.68        5.877          2.489          426702.875     6499710.488    0.05
1786.00        0.11           232.04         1785.88        5.877          2.489          426702.875     6499710.488    0.05
1786.20        0.11           232.29         1786.08        5.876          2.488          426702.874     6499710.487    0.05
1786.40        0.11           232.54         1786.28        5.876          2.488          426702.874     6499710.487    0.05
1786.60        0.11           232.79         1786.48        5.876          2.488          426702.874     6499710.487    0.05
1786.80        0.11           233.03         1786.68        5.876          2.488          426702.874     6499710.487    0.05
1787.00        0.11           233.28         1786.88        5.875          2.488          426702.873     6499710.487    0.05
1787.20        0.11           233.53         1787.08        5.875          2.487          426702.873     6499710.486    0.06
1787.40        0.11           233.78         1787.28        5.875          2.487          426702.873     6499710.486    0.06
1787.60        0.11           234.02         1787.48        5.874          2.487          426702.872     6499710.486    0.06
1787.80        0.11           234.27         1787.68        5.874          2.487          426702.872     6499710.486    0.06
1788.00        0.11           234.52         1787.88        5.874          2.487          426702.872     6499710.486    0.06
1788.20        0.11           234.77         1788.07        5.873          2.487          426702.871     6499710.486    0.06
1788.40        0.11           235.01         1788.27        5.873          2.486          426702.871     6499710.485    0.06
1788.60        0.11           235.26         1788.47        5.873          2.486          426702.871     6499710.485    0.06
1788.80        0.11           235.51         1788.67        5.873          2.486          426702.871     6499710.485    0.06
1789.00        0.11           235.76         1788.87        5.872          2.486          426702.870     6499710.485    0.06
1789.20        0.11           236.00         1789.07        5.872          2.486          426702.870     6499710.485    0.06
1789.40        0.11           236.25         1789.27        5.872          2.486          426702.870     6499710.485    0.06
1789.60        0.11           236.50         1789.47        5.871          2.485          426702.869     6499710.484    0.06
1789.80        0.11           236.75         1789.67        5.871          2.485          426702.869     6499710.484    0.06
1790.00        0.11           237.00         1789.87        5.871          2.485          426702.869     6499710.484    0.06
1790.20        0.11           237.24         1790.07        5.870          2.485          426702.868     6499710.484    0.06
1790.40        0.11           237.49         1790.27        5.870          2.485          426702.868     6499710.484    0.06
1790.60        0.11           237.74         1790.47        5.870          2.484          426702.868     6499710.483    0.06
1790.80        0.11           237.99         1790.67        5.870          2.484          426702.868     6499710.483    0.06
1791.00        0.11           238.23         1790.87        5.869          2.484          426702.867     6499710.483    0.06
1791.20        0.11           238.48         1791.07        5.869          2.484          426702.867     6499710.483    0.06
1791.40        0.11           238.73         1791.27        5.869          2.484          426702.867     6499710.483    0.06
1791.60        0.11           238.98         1791.47        5.868          2.484          426702.866     6499710.483    0.06
1791.80        0.11           239.22         1791.67        5.868          2.483          426702.866     6499710.482    0.06
1792.00        0.11           239.47         1791.87        5.868          2.483          426702.866     6499710.482    0.06
1792.20        0.11           239.72         1792.07        5.867          2.483          426702.865     6499710.482    0.06
1792.40        0.11           239.97         1792.27        5.867          2.483          426702.865     6499710.482    0.06
1792.60        0.11           240.21         1792.47        5.867          2.483          426702.865     6499710.482    0.06
1792.80        0.11           240.46         1792.67        5.867          2.483          426702.865     6499710.482    0.06
1793.00        0.11           240.71         1792.87        5.866          2.482          426702.864     6499710.481    0.06
1793.20        0.11           240.96         1793.07        5.866          2.482          426702.864     6499710.481    0.06
1793.40        0.11           241.20         1793.27        5.866          2.482          426702.864     6499710.481    0.06
1793.60        0.11           241.45         1793.47        5.865          2.482          426702.863     6499710.481    0.06
1793.80        0.11           241.70         1793.67        5.865          2.482          426702.863     6499710.481    0.06
1794.00        0.11           241.95         1793.87        5.865          2.481          426702.863     6499710.480    0.06
1794.20        0.11           242.19         1794.07        5.864          2.481          426702.862     6499710.480    0.06
1794.40        0.11           242.44         1794.27        5.864          2.481          426702.862     6499710.480    0.06
1794.60        0.10           242.69         1794.47        5.864          2.481          426702.862     6499710.480    0.06
1794.80        0.10           242.94         1794.67        5.864          2.481          426702.862     6499710.480    0.06
1795.00        0.10           243.18         1794.87        5.863          2.481          426702.861     6499710.480    0.06
1795.20        0.10           243.43         1795.07        5.863          2.480          426702.861     6499710.479    0.06
1795.40        0.10           243.68         1795.27        5.863          2.480          426702.861     6499710.479    0.06
1795.60        0.10           243.93         1795.47        5.862          2.480          426702.860     6499710.479    0.06
1795.80        0.10           244.17         1795.67        5.862          2.480          426702.860     6499710.479    0.06
1796.00        0.10           244.42         1795.87        5.862          2.480          426702.860     6499710.479    0.06
1796.20        0.10           244.67         1796.07        5.861          2.479          426702.859     6499710.478    0.06
1796.40        0.10           244.92         1796.27        5.861          2.479          426702.859     6499710.478    0.06
1796.60        0.10           245.16         1796.47        5.861          2.479          426702.859     6499710.478    0.06
1796.80        0.10           245.41         1796.67        5.861          2.479          426702.859     6499710.478    0.06
1797.00        0.10           245.66         1796.87        5.860          2.479          426702.858     6499710.478    0.06
1797.20        0.10           245.91         1797.07        5.860          2.479          426702.858     6499710.478    0.06
1797.40        0.10           246.15         1797.27        5.860          2.478          426702.858     6499710.477    0.06
1797.60        0.10           246.40         1797.47        5.859          2.478          426702.857     6499710.477    0.06
1797.80        0.10           246.65         1797.67        5.859          2.478          426702.857     6499710.477    0.06
1798.00        0.10           246.90         1797.87        5.859          2.478          426702.857     6499710.477    0.06
1798.20        0.10           247.14         1798.07        5.858          2.478          426702.856     6499710.477    0.06
1798.40        0.10           247.39         1798.27        5.858          2.478          426702.856     6499710.477    0.06
1798.60        0.10           247.64         1798.47        5.858          2.477          426702.856     6499710.476    0.06
1798.80        0.10           247.89         1798.67        5.858          2.477          426702.856     6499710.476    0.06
1799.00        0.10           248.13         1798.87        5.857          2.477          426702.855     6499710.476    0.06
1799.20        0.10           248.38         1799.07        5.857          2.477          426702.855     6499710.476    0.06
1799.40        0.10           248.63         1799.27        5.857          2.477          426702.855     6499710.476    0.06
1799.60        0.10           248.88         1799.47        5.856          2.476          426702.854     6499710.475    0.06
1799.80        0.10           249.13         1799.67        5.856          2.476          426702.854     6499710.475    0.06
1800.00        0.10           249.37         1799.87        5.856          2.476          426702.854     6499710.475    0.06
1800.20        0.10           249.62         1800.07        5.855          2.476          426702.853     6499710.475    0.06
1800.40        0.10           249.87         1800.27        5.855          2.476          426702.853     6499710.475    0.06
1800.60        0.10           250.12         1800.47        5.855          2.476          426702.853     6499710.475    0.06
1800.80        0.10           250.36         1800.67        5.855          2.475          426702.853     6499710.474    0.06
1801.00        0.10           250.61         1800.87        5.854          2.475          426702.852     6499710.474    0.06
1801.20        0.10           250.86         1801.07        5.854          2.475          426702.852     6499710.474    0.06
1801.40        0.10           251.11         1801.27        5.854          2.475          426702.852     6499710.474    0.06
1801.60        0.10           251.35         1801.47        5.853          2.475          426702.851     6499710.474    0.06
1801.80        0.10           251.60         1801.67        5.853          2.475          426702.851     6499710.474    0.06
1802.00        0.10           251.85         1801.87        5.853          2.474          426702.851     6499710.473    0.07
1802.20        0.10           252.10         1802.07        5.852          2.474          426702.850     6499710.473    0.07
1802.40        0.10           252.34         1802.27        5.852          2.474          426702.850     6499710.473    0.07
1802.60        0.10           252.59         1802.47        5.852          2.474          426702.850     6499710.473    0.07
1802.80        0.10           252.84         1802.66        5.852          2.474          426702.850     6499710.473    0.07
1803.00        0.10           253.09         1802.86        5.851          2.473          426702.849     6499710.472    0.07
1803.20        0.10           253.33         1803.06        5.851          2.473          426702.849     6499710.472    0.07
1803.40        0.10           253.58         1803.26        5.851          2.473          426702.849     6499710.472    0.07
1803.60        0.10           253.83         1803.46        5.850          2.473          426702.848     6499710.472    0.07
1803.80        0.10           254.08         1803.66        5.850          2.473          426702.848     6499710.472    0.07
1804.00        0.10           254.32         1803.86        5.850          2.473          426702.848     6499710.472    0.07
1804.20        0.10           254.57         1804.06        5.849          2.472          426702.847     6499710.471    0.07
1804.40        0.09           254.82         1804.26        5.849          2.472          426702.847     6499710.471    0.07
1804.60        0.09           255.07         1804.46        5.849          2.472          426702.847     6499710.471    0.07
1804.80        0.09           255.31         1804.66        5.849          2.472          426702.847     6499710.471    0.07
1805.00        0.09           255.56         1804.86        5.848          2.472          426702.846     6499710.471    0.07
1805.20        0.09           255.81         1805.06        5.848          2.472          426702.846     6499710.471    0.07
1805.40        0.09           256.06         1805.26        5.848          2.471          426702.846     6499710.470    0.07
1805.60        0.09           256.30         1805.46        5.847          2.471          426702.845     6499710.470    0.07
1805.80        0.09           256.55         1805.66        5.847          2.471          426702.845     6499710.470    0.07
1806.00        0.09           256.80         1805.86        5.847          2.471          426702.845     6499710.470    0.07
1806.20        0.09           257.05         1806.06        5.846          2.471          426702.844     6499710.470    0.07
1806.40        0.09           257.29         1806.26        5.846          2.470          426702.844     6499710.469    0.07
1806.60        0.09           257.54         1806.46        5.846          2.470          426702.844     6499710.469    0.07
1806.80        0.09           257.79         1806.66        5.846          2.470          426702.844     6499710.469    0.07
1807.00        0.09           258.04         1806.86        5.845          2.470          426702.843     6499710.469    0.07
1807.20        0.09           258.28         1807.06        5.845          2.470          426702.843     6499710.469    0.07
1807.40        0.09           258.53         1807.26        5.845          2.470          426702.843     6499710.469    0.07
1807.60        0.09           258.78         1807.46        5.844          2.469          426702.842     6499710.468    0.07
1807.80        0.09           259.03         1807.66        5.844          2.469          426702.842     6499710.468    0.07
1808.00        0.09           259.27         1807.86        5.844          2.469          426702.842     6499710.468    0.07
1808.20        0.09           259.52         1808.06        5.843          2.469          426702.841     6499710.468    0.07
1808.40        0.09           259.77         1808.26        5.843          2.469          426702.841     6499710.468    0.07
1808.60        0.09           260.02         1808.46        5.843          2.469          426702.841     6499710.468    0.07
1808.80        0.09           260.26         1808.66        5.843          2.468          426702.841     6499710.467    0.07
1809.00        0.09           260.51         1808.86        5.842          2.468          426702.840     6499710.467    0.07
1809.20        0.09           260.76         1809.06        5.842          2.468          426702.840     6499710.467    0.07
1809.40        0.09           259.16         1809.26        5.842          2.468          426702.840     6499710.467    0.07
1809.60        0.09           257.55         1809.46        5.842          2.468          426702.840     6499710.467    0.07
1809.80        0.09           255.95         1809.66        5.842          2.468          426702.840     6499710.467    0.07
1810.00        0.09           254.35         1809.86        5.842          2.468          426702.840     6499710.467    0.07
1810.20        0.09           252.74         1810.06        5.842          2.468          426702.840     6499710.467    0.07
1810.40        0.09           251.14         1810.26        5.842          2.468          426702.840     6499710.468    0.07
1810.60        0.09           249.53         1810.46        5.842          2.469          426702.840     6499710.468    0.08
1810.80        0.09           247.93         1810.66        5.841          2.469          426702.839     6499710.468    0.08
1811.00        0.09           246.33         1810.86        5.841          2.469          426702.839     6499710.468    0.08
1811.20        0.09           244.72         1811.06        5.841          2.469          426702.839     6499710.468    0.08
1811.40        0.09           243.12         1811.26        5.841          2.469          426702.839     6499710.468    0.08
1811.60        0.09           241.52         1811.46        5.841          2.469          426702.839     6499710.468    0.08
1811.80        0.09           239.91         1811.66        5.841          2.469          426702.839     6499710.468    0.08
1812.00        0.09           238.31         1811.86        5.841          2.469          426702.839     6499710.468    0.08
1812.20        0.09           236.71         1812.06        5.841          2.469          426702.839     6499710.468    0.08
1812.40        0.09           235.10         1812.27        5.841          2.469          426702.839     6499710.468    0.08
1812.60        0.09           233.50         1812.47        5.841          2.469          426702.839     6499710.468    0.08
1812.80        0.09           231.89         1812.67        5.841          2.469          426702.839     6499710.469    0.08
1813.00        0.09           230.29         1812.87        5.841          2.470          426702.839     6499710.469    0.08
1813.20        0.09           228.69         1813.07        5.841          2.470          426702.839     6499710.469    0.08
1813.40        0.09           227.08         1813.27        5.841          2.470          426702.839     6499710.469    0.09
1813.60        0.09           225.48         1813.47        5.841          2.470          426702.839     6499710.469    0.09
1813.80        0.09           223.88         1813.67        5.841          2.470          426702.839     6499710.469    0.09
1814.00        0.09           222.27         1813.87        5.840          2.470          426702.838     6499710.469    0.09
1814.20        0.09           220.67         1814.07        5.840          2.470          426702.838     6499710.469    0.09
1814.40        0.09           219.07         1814.27        5.840          2.470          426702.838     6499710.469    0.09
1814.60        0.09           217.46         1814.47        5.840          2.470          426702.838     6499710.469    0.09
1814.80        0.09           215.86         1814.67        5.840          2.470          426702.838     6499710.469    0.09
1815.00        0.09           214.25         1814.87        5.840          2.470          426702.838     6499710.470    0.09
1815.20        0.09           212.65         1815.07        5.840          2.470          426702.838     6499710.470    0.09
1815.40        0.09           211.05         1815.27        5.840          2.470          426702.838     6499710.470    0.09
1815.60        0.09           209.44         1815.47        5.840          2.471          426702.838     6499710.470    0.09
1815.80        0.09           207.84         1815.67        5.840          2.471          426702.838     6499710.470    0.09
1816.00        0.09           206.24         1815.87        5.840          2.471          426702.838     6499710.470    0.09
1816.20        0.09           204.63         1816.07        5.840          2.471          426702.838     6499710.470    0.10
1816.40        0.09           203.03         1816.27        5.840          2.471          426702.838     6499710.470    0.10
1816.60        0.09           201.43         1816.47        5.840          2.471          426702.838     6499710.470    0.10
1816.80        0.09           199.82         1816.67        5.840          2.471          426702.838     6499710.470    0.10
1817.00        0.09           198.22         1816.87        5.839          2.471          426702.837     6499710.470    0.10
1817.20        0.09           196.62         1817.07        5.839          2.471          426702.837     6499710.470    0.10
1817.40        0.09           195.01         1817.27        5.839          2.471          426702.837     6499710.471    0.10
1817.60        0.09           193.41         1817.47        5.839          2.471          426702.837     6499710.471    0.10
1817.80        0.09           191.80         1817.67        5.839          2.471          426702.837     6499710.471    0.10
1818.00        0.09           190.20         1817.87        5.839          2.472          426702.837     6499710.471    0.10
1818.20        0.09           188.60         1818.07        5.839          2.472          426702.837     6499710.471    0.10
1818.40        0.09           186.99         1818.27        5.839          2.472          426702.837     6499710.471    0.10
1818.60        0.09           185.39         1818.47        5.839          2.472          426702.837     6499710.471    0.10
1818.80        0.09           183.79         1818.67        5.839          2.472          426702.837     6499710.471    0.10
1819.00        0.09           182.18         1818.87        5.839          2.472          426702.837     6499710.471    0.11
1819.20        0.09           180.58         1819.07        5.839          2.472          426702.837     6499710.471    0.11
1819.40        0.09           178.98         1819.28        5.839          2.472          426702.837     6499710.471    0.11
1819.60        0.09           177.37         1819.48        5.839          2.472          426702.837     6499710.472    0.11
1819.80        0.09           175.77         1819.68        5.839          2.472          426702.837     6499710.472    0.11
1820.00        0.09           174.16         1819.88        5.838          2.472          426702.836     6499710.472    0.11
1820.20        0.09           172.56         1820.08        5.838          2.472          426702.836     6499710.472    0.11
1820.40        0.09           170.96         1820.28        5.838          2.472          426702.836     6499710.472    0.11
1820.60        0.09           169.35         1820.48        5.838          2.473          426702.836     6499710.472    0.11
1820.80        0.09           167.75         1820.68        5.838          2.473          426702.836     6499710.472    0.11
1821.00        0.09           166.15         1820.88        5.838          2.473          426702.836     6499710.472    0.11
1821.20        0.09           164.54         1821.08        5.838          2.473          426702.836     6499710.472    0.11
1821.40        0.09           162.94         1821.28        5.838          2.473          426702.836     6499710.472    0.11
1821.60        0.09           161.34         1821.48        5.838          2.473          426702.836     6499710.472    0.11
1821.80        0.09           159.73         1821.68        5.838          2.473          426702.836     6499710.472    0.12
1822.00        0.09           158.13         1821.88        5.838          2.473          426702.836     6499710.473    0.12
1822.20        0.09           156.52         1822.08        5.838          2.473          426702.836     6499710.473    0.12
1822.40        0.09           154.92         1822.28        5.838          2.473          426702.836     6499710.473    0.12
1822.60        0.09           153.32         1822.48        5.838          2.473          426702.836     6499710.473    0.12
1822.80        0.09           151.71         1822.68        5.838          2.473          426702.836     6499710.473    0.12
1823.00        0.09           150.11         1822.88        5.838          2.474          426702.836     6499710.473    0.12
1823.20        0.08           148.51         1823.08        5.837          2.474          426702.835     6499710.473    0.12
1823.40        0.08           146.90         1823.28        5.837          2.474          426702.835     6499710.473    0.12
1823.60        0.08           145.30         1823.48        5.837          2.474          426702.835     6499710.473    0.12
1823.80        0.08           143.70         1823.68        5.837          2.474          426702.835     6499710.473    0.12
1824.00        0.08           142.09         1823.88        5.837          2.474          426702.835     6499710.473    0.12
1824.20        0.08           140.49         1824.08        5.837          2.474          426702.835     6499710.474    0.12
1824.40        0.08           138.88         1824.28        5.837          2.474          426702.835     6499710.474    0.13
1824.60        0.08           137.28         1824.48        5.837          2.474          426702.835     6499710.474    0.13
1824.80        0.08           135.68         1824.68        5.837          2.474          426702.835     6499710.474    0.13
1825.00        0.08           134.07         1824.88        5.837          2.474          426702.835     6499710.474    0.13
1825.20        0.08           132.47         1825.08        5.837          2.474          426702.835     6499710.474    0.13
1825.40        0.08           130.87         1825.28        5.837          2.474          426702.835     6499710.474    0.13
1825.60        0.08           129.26         1825.48        5.837          2.475          426702.835     6499710.474    0.13
1825.80        0.08           127.66         1825.68        5.837          2.475          426702.835     6499710.474    0.13
1826.00        0.08           126.06         1825.88        5.837          2.475          426702.835     6499710.474    0.13
1826.20        0.08           124.45         1826.09        5.836          2.475          426702.834     6499710.474    0.13
1826.40        0.08           122.85         1826.29        5.836          2.475          426702.834     6499710.474    0.13
1826.60        0.08           121.24         1826.49        5.836          2.475          426702.834     6499710.475    0.13
1826.80        0.08           119.64         1826.69        5.836          2.475          426702.834     6499710.475    0.13
1827.00        0.08           118.04         1826.89        5.836          2.475          426702.834     6499710.475    0.13
1827.20        0.08           116.43         1827.09        5.836          2.475          426702.834     6499710.475    0.14
1827.40        0.08           114.83         1827.29        5.836          2.475          426702.834     6499710.475    0.14
1827.60        0.08           113.23         1827.49        5.836          2.475          426702.834     6499710.475    0.14
1827.80        0.08           111.62         1827.69        5.836          2.475          426702.834     6499710.475    0.14
1828.00        0.08           110.02         1827.89        5.836          2.475          426702.834     6499710.475    0.14
1828.20        0.08           108.42         1828.09        5.836          2.476          426702.834     6499710.475    0.14
1828.40        0.08           106.81         1828.29        5.836          2.476          426702.834     6499710.475    0.14
1828.60        0.08           105.21         1828.49        5.836          2.476          426702.834     6499710.475    0.14
1828.80        0.08           103.60         1828.69        5.836          2.476          426702.834     6499710.476    0.14
1829.00        0.08           102.00         1828.89        5.836          2.476          426702.834     6499710.476    0.14
1829.20        0.08           100.40         1829.09        5.835          2.476          426702.833     6499710.476    0.14
1829.40        0.08           98.79          1829.29        5.835          2.476          426702.833     6499710.476    0.14
1829.60        0.08           97.19          1829.49        5.835          2.476          426702.833     6499710.476    0.14
1829.80        0.08           95.59          1829.69        5.835          2.476          426702.833     6499710.476    0.14
1830.00        0.08           93.98          1829.89        5.835          2.476          426702.833     6499710.476    0.15
1830.20        0.08           92.38          1830.09        5.835          2.476          426702.833     6499710.476    0.15
1830.40        0.08           90.78          1830.29        5.835          2.476          426702.833     6499710.476    0.15
1830.60        0.08           89.17          1830.49        5.835          2.477          426702.833     6499710.476    0.15
1830.80        0.08           87.57          1830.69        5.835          2.477          426702.833     6499710.476    0.15
1831.00        0.08           85.97          1830.89        5.835          2.477          426702.833     6499710.476    0.15
1831.20        0.08           84.36          1831.09        5.835          2.477          426702.833     6499710.477    0.15
1831.40        0.08           82.76          1831.29        5.835          2.477          426702.833     6499710.477    0.15
1831.60        0.08           81.15          1831.49        5.835          2.477          426702.833     6499710.477    0.15
1831.80        0.08           79.55          1831.69        5.835          2.477          426702.833     6499710.477    0.15
1832.00        0.08           77.95          1831.89        5.835          2.477          426702.833     6499710.477    0.15
1832.20        0.08           76.34          1832.09        5.835          2.477          426702.833     6499710.477    0.15
1832.40        0.08           74.74          1832.29        5.834          2.477          426702.832     6499710.477    0.15
1832.60        0.08           73.14          1832.49        5.834          2.477          426702.832     6499710.477    0.15
1832.80        0.08           71.53          1832.69        5.834          2.477          426702.832     6499710.477    0.16
1833.00        0.08           69.93          1832.89        5.834          2.477          426702.832     6499710.477    0.16
1833.20        0.08           68.33          1833.10        5.834          2.478          426702.832     6499710.477    0.16
1833.40        0.08           66.72          1833.30        5.834          2.478          426702.832     6499710.478    0.16
1833.60        0.08           65.12          1833.50        5.834          2.478          426702.832     6499710.478    0.16
1833.80        0.08           63.51          1833.70        5.834          2.478          426702.832     6499710.478    0.16
1834.00        0.08           61.91          1833.90        5.834          2.478          426702.832     6499710.478    0.16
1834.20        0.08           60.31          1834.10        5.834          2.478          426702.832     6499710.478    0.16
1834.40        0.08           58.70          1834.30        5.834          2.478          426702.832     6499710.478    0.16
1834.60        0.08           57.10          1834.50        5.834          2.478          426702.832     6499710.478    0.16
1834.80        0.08           55.50          1834.70        5.834          2.478          426702.832     6499710.478    0.16
1835.00        0.08           53.89          1834.90        5.834          2.478          426702.832     6499710.478    0.16
1835.20        0.08           52.29          1835.10        5.834          2.478          426702.832     6499710.478    0.16
1835.40        0.08           50.69          1835.30        5.833          2.478          426702.831     6499710.478    0.16
1835.60        0.08           49.08          1835.50        5.833          2.479          426702.831     6499710.478    0.17
1835.80        0.08           47.48          1835.70        5.833          2.479          426702.831     6499710.479    0.17
1836.00        0.08           45.87          1835.90        5.833          2.479          426702.831     6499710.479    0.17
1836.20        0.08           44.27          1836.10        5.833          2.479          426702.831     6499710.479    0.17
1836.40        0.08           42.67          1836.30        5.833          2.479          426702.831     6499710.479    0.17
1836.60        0.08           41.06          1836.50        5.833          2.479          426702.831     6499710.479    0.17
1836.80        0.08           39.46          1836.70        5.833          2.479          426702.831     6499710.479    0.17
1837.00        0.08           39.56          1836.90        5.833          2.479          426702.831     6499710.479    0.17
1837.20        0.08           39.66          1837.10        5.834          2.479          426702.832     6499710.479    0.17
1837.40        0.08           39.76          1837.30        5.834          2.479          426702.832     6499710.479    0.17
1837.60        0.08           39.86          1837.50        5.834          2.480          426702.832     6499710.480    0.17
1837.80        0.08           39.96          1837.70        5.834          2.480          426702.832     6499710.480    0.17
1838.00        0.08           40.07          1837.90        5.835          2.480          426702.833     6499710.480    0.17
1838.20        0.08           40.17          1838.10        5.835          2.480          426702.833     6499710.480    0.17
1838.40        0.08           40.27          1838.30        5.835          2.480          426702.833     6499710.480    0.17
1838.60        0.08           40.37          1838.50        5.835          2.480          426702.833     6499710.480    0.17
1838.80        0.08           40.47          1838.70        5.836          2.480          426702.834     6499710.480    0.17
1839.00        0.08           40.57          1838.90        5.836          2.480          426702.834     6499710.480    0.17
1839.20        0.08           40.67          1839.10        5.836          2.481          426702.834     6499710.481    0.17
1839.40        0.08           40.77          1839.30        5.836          2.481          426702.834     6499710.481    0.17
