Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 
meters and linearly interpolated between original survey points. Computed 
2011-08-31

HEADER INFORMATION 
----------------------------------------------------------------
COMPANY: STATOIL NORWAY
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 15/6-12
WELLBORE NAME: 15/6-12 McHenry
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 15/6-12 McHenry
Survey Date: 16.02.2011
Extraction Date: 12.08.2011
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: WELL
LAT Reference: Site
----------------------------------------------------------------
Slot EW Map: 426697.000m
Slot NS Map: 6499708.000m
Surface Latitude Map: 58° 37' 48.515 N
Surface Longitude Map: 1° 44' 15.483 E
Bottom Hole MD: 3930.00m
Bottom Hole TVD: 3929.65m
Bottom Hole EW Map: 426694.704m
Bottom Hole NS Map: 6499691.286m
----------------------------------------------------------------
Water Depth: 115.50m
KB-WH: 23.50m
KB-MSL: 23.50m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
VSDIR: 360
----------------------------------------------------------------
SURVEY LIST
MD             Inc            Azim           TVD            X-Offset (E/W) Y-Offset (N/S) UTM E/W        UTM N/S        DLS
m RKB          deg            deg            m RKB          m              m              m              m              deg/30m
2736.60        0.10           127.85         2736.56        6.583          2.690          426703.581     6499710.689    0.09
2736.80        0.10           127.39         2736.76        6.583          2.690          426703.581     6499710.689    0.09
2737.00        0.10           126.93         2736.96        6.583          2.690          426703.581     6499710.689    0.09
2737.20        0.10           126.47         2737.16        6.583          2.690          426703.581     6499710.689    0.09
2737.40        0.10           126.02         2737.36        6.584          2.689          426703.582     6499710.688    0.09
2737.60        0.11           125.56         2737.56        6.584          2.689          426703.582     6499710.688    0.09
2737.80        0.11           125.10         2737.76        6.584          2.689          426703.582     6499710.688    0.09
2738.00        0.11           124.64         2737.96        6.584          2.689          426703.582     6499710.688    0.09
2738.20        0.11           124.18         2738.16        6.584          2.689          426703.582     6499710.688    0.09
2738.40        0.11           123.72         2738.36        6.584          2.689          426703.582     6499710.688    0.09
2738.60        0.11           123.26         2738.56        6.584          2.689          426703.582     6499710.688    0.09
2738.80        0.11           122.81         2738.76        6.584          2.689          426703.582     6499710.688    0.09
2739.00        0.11           122.35         2738.96        6.584          2.689          426703.582     6499710.688    0.09
2739.20        0.11           121.89         2739.16        6.584          2.688          426703.582     6499710.687    0.09
2739.40        0.11           121.43         2739.36        6.584          2.688          426703.582     6499710.687    0.09
2739.60        0.11           120.97         2739.56        6.584          2.688          426703.582     6499710.687    0.09
2739.80        0.11           120.51         2739.76        6.585          2.688          426703.583     6499710.687    0.09
2740.00        0.11           120.06         2739.96        6.585          2.688          426703.583     6499710.687    0.09
2740.20        0.11           119.60         2740.16        6.585          2.688          426703.583     6499710.687    0.08
2740.40        0.11           119.14         2740.36        6.585          2.688          426703.583     6499710.687    0.08
2740.60        0.11           118.68         2740.56        6.585          2.688          426703.583     6499710.687    0.08
2740.80        0.11           118.22         2740.76        6.585          2.688          426703.583     6499710.687    0.08
2741.00        0.11           117.76         2740.96        6.585          2.687          426703.583     6499710.686    0.08
2741.20        0.11           117.30         2741.16        6.585          2.687          426703.583     6499710.686    0.08
2741.40        0.11           116.85         2741.36        6.585          2.687          426703.583     6499710.686    0.08
2741.60        0.11           116.39         2741.56        6.585          2.687          426703.583     6499710.686    0.08
2741.80        0.11           115.93         2741.76        6.585          2.687          426703.583     6499710.686    0.08
2742.00        0.11           115.47         2741.96        6.585          2.687          426703.583     6499710.686    0.08
2742.20        0.11           115.01         2742.16        6.586          2.687          426703.584     6499710.686    0.08
2742.40        0.11           114.55         2742.36        6.586          2.687          426703.584     6499710.686    0.08
2742.60        0.11           114.09         2742.56        6.586          2.686          426703.584     6499710.685    0.08
2742.80        0.11           113.64         2742.76        6.586          2.686          426703.584     6499710.685    0.08
2743.00        0.11           113.18         2742.96        6.586          2.686          426703.584     6499710.685    0.08
2743.20        0.11           112.72         2743.16        6.586          2.686          426703.584     6499710.685    0.08
2743.40        0.11           112.26         2743.36        6.586          2.686          426703.584     6499710.685    0.08
2743.60        0.11           112.51         2743.56        6.586          2.685          426703.584     6499710.684    0.08
